m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
roberta,lstm,1098,There was swelling of my lungs and lining,Trump undergoes scans of his heart and bloodstream,There was heed of my chimneys and wrinkle,-44.64435577392578,-61.34535217285156,-60.01729202270508,-47.62284851074219,-92.26720428466795,-30.89688873291016,-46.05420112609863,-92.24224090576172,15.0,29.0,29.0,3,4,True
roberta,lstm,1101,Yep lost half of my friends over this,Min lost years of my life over this,Took sinus multiple of our friends over everything,-15.638778686523438,-56.56433486938477,-56.1235580444336,-53.23076629638672,-68.86954498291016,-34.850109100341804,-53.1959400177002,-91.41444396972656,57.0,25.0,57.0,4,1,False
roberta,lstm,1128,Arena is aggressive in its profit making practices,Properties is opportunistic in its deal making approach,Brezhnev was technically in shallow partisan climate swallows,-27.774944305419922,-62.27807998657226,-62.26411437988281,-62.40726089477539,-90.18220520019531,-53.71809005737305,-62.290992736816406,-115.99617004394531,33.0,7.0,33.0,2,0,False
roberta,lstm,1139,But come May it will all be over,And come February it will all be over,Now comes suppose it will all be vain,-1.957725524902344,-47.84094619750977,-47.66509628295898,-42.0491943359375,-44.006919860839844,-19.976459503173828,-41.89578437805176,-67.81740570068361,91.0,67.0,91.0,8,6,False
roberta,lstm,1159,Streets got licked clean a couple years back,Transcript got bleached blond a couple years back,Felt got invites grammatical a couple months into,-66.38010787963867,-65.143798828125,-64.16371917724611,-55.01494598388672,-121.3950538635254,-36.09556579589844,-54.9903335571289,-101.23936462402344,8.0,24.0,24.0,1,1,False
roberta,lstm,1173,Things break without regular maintenance regardless of manufacturer,Formula runs without regular maintenance compliments of Cisco,Attacks vary amongst stabilizing cliffhanger cause of Maximus,-30.399761199951172,-69.06040191650389,-68.57429504394531,-65.14166259765625,-95.54142379760742,-49.374290466308594,-63.38126754760742,-118.4346923828125,29.0,9.0,29.0,0,0,False
roberta,lstm,1249,The literal answer to this question is yes,The literal answer to this question is no,The neutrons answer to your question is irrelevant,-1.223388671875,-39.73107147216797,-39.66017150878906,-35.92613983154297,-37.14952850341797,-22.870738983154297,-35.92195510864258,-62.60181045532226,93.0,54.0,93.0,9,8,False
roberta,lstm,1303,Just stop by get the program for evidence,Problems clicking here download this newsletter in Deutschland,But run by compressed the piston for contempt,-51.69500732421875,-66.12664031982422,-66.10951995849611,-51.53409957885742,-103.22910690307616,-20.94611358642578,-50.9986343383789,-87.07275390625,12.0,61.0,61.0,0,2,False
roberta,lstm,1336,I understand that people fall out of love,I believe that people marry because of love,I presume that men were out of spirits,-10.11969757080078,-45.79917907714844,-45.56013488769531,-32.852100372314446,-42.97179794311523,-17.170207977294922,-32.55359268188477,-62.96938705444336,69.0,78.0,78.0,8,9,True
roberta,lstm,1346,The whole balloon is hot equally I assume,The the tarmac is hot sparking you sigh,The cyclone chronicles greatly salmonella sobriety identification unjustified,-28.573352813720703,-71.02366638183594,-70.88827514648438,-64.3316650390625,-92.9050178527832,-74.56858825683594,-63.96262741088867,-145.59225463867188,31.0,2.0,31.0,0,0,False
roberta,lstm,1355,Works as a great reason for alcohol too,Subscribe as a generalization technique in relaxation meditation,Forensic as a recurring reason for Marge esp,-69.81389999389647,-61.00862884521485,-60.41999816894531,-50.01177215576172,-119.8256721496582,-24.23607635498047,-49.68619155883789,-85.24470520019531,7.0,51.0,51.0,3,3,False
roberta,lstm,1359,She was trying so hard not to smile,He was trying so hard not to smile,She was engaged the night now to come,-0.09897804260253906,-44.44161987304688,-44.25062942504883,-35.57134819030762,-35.670326232910156,-22.539077758789066,-35.52165412902832,-66.98069763183594,94.0,56.0,94.0,9,8,False
roberta,lstm,1389,I was more picking out a couple places,I went upstate checked out a couple breweries,I was stuffing doused myself a bowl drive,-35.50591087341309,-60.29595565795898,-59.34172821044922,-43.391469955444336,-78.89738082885742,-26.415401458740234,-42.61600875854492,-86.71135711669922,23.0,39.0,39.0,3,5,False
roberta,lstm,1392,This was the worst investment of my life,This was the worst snowstorm of my life,It was the finest examples of my life,-2.724475860595703,-43.21592330932617,-42.22507858276367,-28.91933822631836,-31.643814086914066,-11.077404022216797,-28.91073226928711,-54.29332733154297,88.0,93.0,93.0,9,9,False
roberta,lstm,1425,Yeah I thought it was kind of obvious,Yeah I thought that was kind of great,Eventually I realised it was kind of easier,-1.6498908996582031,-44.21043014526367,-43.25283432006836,-34.281198501586914,-35.93108940124512,-11.217571258544922,-33.746387481689446,-55.428001403808594,92.0,92.0,92.0,9,9,False
roberta,lstm,1467,Simply because their machinery is usually better quality,Part because drier wine is typically better tasting,Women warn their habits is merely the sexes,-30.7781982421875,-62.22975158691406,-61.79491424560547,-51.1925048828125,-81.970703125,-27.319732666015625,-51.11846923828125,-89.54948425292969,27.0,36.0,36.0,2,2,False
roberta,lstm,1492,Both seem book or bust at this point,It seem be nears feasibility at this point,Monroe annually nicknames or strayed at that point,-38.77484893798828,-64.25216674804689,-62.43534851074219,-56.77545928955078,-95.55030822753906,-34.199058532714844,-56.7593994140625,-98.45122528076172,19.0,26.0,26.0,1,1,False
roberta,lstm,1509,I have only myself to keep me sane,I just posting this to keep everyone aware,I have adapted myself to finance any money,-15.875072479248047,-47.18804931640625,-46.45254516601562,-37.45561599731445,-53.3306884765625,-22.13316345214844,-37.05744934082031,-69.32121276855469,55.0,57.0,57.0,8,7,False
roberta,lstm,1542,Creating something new shows you can engineer things,Subscribe article falsely claims doctors can prescribe euthanasia,Lucian champ reward champions you need prostate damage,-81.83219146728516,-68.50697326660156,-67.43656921386719,-58.54095840454102,-140.37314987182614,-41.74189758300781,-57.31586837768555,-110.24887084960938,2.0,16.0,16.0,0,0,False
roberta,lstm,1576,You just had to say bad dragon bro,Also just wanted to say yay blog flea,You only had to Disneyland doing dragon pleasure,-53.47750663757324,-66.95980072021484,-66.82908630371094,-48.68153190612793,-102.15903854370116,-16.7015380859375,-48.50235366821289,-83.66133880615234,11.0,81.0,81.0,0,3,False
roberta,lstm,1619,I stayed in Coastal Highway for the majority,Thousands stop along confluence Parkway for the eclipse,I stayed in epitome Mae for the majority,-74.98363494873047,-67.6436767578125,-67.131103515625,-48.47190475463867,-123.45553970336914,-22.67255401611328,-46.65847778320313,-90.31623077392578,5.0,55.0,55.0,0,3,False
roberta,lstm,1648,I had to give others the same pain,I going to call that the cheap shot,They wished to make Bud the same spoil,-12.10163116455078,-53.13164520263672,-52.93169784545898,-38.49797821044922,-50.599609375,-21.16845703125,-37.6897087097168,-74.30010223388672,67.0,60.0,67.0,5,7,False
roberta,lstm,1653,You should be on commission sooner than later,Those should be in up sooner than later,He might be carried awhile to and hand,-16.642328262329098,-53.04420852661133,-52.89718246459961,-42.420257568359375,-59.06258583068848,-25.4858512878418,-41.90448760986328,-78.53005981445312,53.0,43.0,53.0,5,5,False
roberta,lstm,1658,Imagine being a teacher in the inner city,Like being a mama in the big city,So basically a throwaway in the near relationship,-15.76986312866211,-50.87285614013672,-50.43199920654297,-36.90088653564453,-52.67074966430664,-18.69670867919922,-36.40652847290039,-69.56956481933594,56.0,72.0,72.0,6,7,False
roberta,lstm,1677,Keep bow on and keep the range open,Subscribe as advised and seal all vents tightly,Keep parades ahead and hear a bragging penalized,-72.20082473754883,-65.66780090332031,-65.47763061523439,-50.99137878417969,-123.19220352172852,-36.66726684570313,-50.66768074035645,-102.33506774902344,6.0,22.0,22.0,1,2,True
roberta,lstm,1757,It goes whichever way the wind is blowing,It goes whichever way the wind is blowing,That goes beyond til the sun was ringing,0.0,-49.03171157836914,-49.03171157836914,-43.96728515625,-43.96728515625,-24.450199127197266,-43.59904479980469,-73.4819107055664,97.5,48.0,97.5,7,5,False
roberta,lstm,1843,The organization and the man had grown apart,The Jen and her world has come apart,The champions of the man and shutting him,-21.6184024810791,-55.70877456665039,-55.34689712524414,-39.16650199890137,-60.78490447998047,-16.931095123291016,-38.89376449584961,-72.6398696899414,41.0,79.0,79.0,4,7,False
roberta,lstm,1858,It was postponed until tomorrow in my neighborhood,Following are topics for threading in this guide,It was useless till hour into a breath,-39.24338150024414,-55.37185287475586,-54.87778854370117,-39.384254455566406,-78.62763595581055,-20.173824310302734,-39.1666145324707,-75.5456771850586,18.0,64.0,64.0,4,6,False
roberta,lstm,1871,Although there is nothing wrong with self improvement,Why there is something wrong with backward integration,Honestly there is nothing wrong with troll player,-13.966348648071287,-48.61968612670898,-48.20202255249024,-38.29896545410156,-52.26531410217285,-15.931324005126953,-38.23554039001465,-64.55101013183594,58.0,85.0,85.0,7,7,False
roberta,lstm,1893,Needs a sub just to perk us up,Subscribe the tuna sandwich to fix me up,Episodes used screwdriver helps to immerse others with,-79.6687126159668,-62.16571807861328,-61.558021545410156,-54.39730072021485,-134.06601333618164,-47.09502410888672,-54.36276626586914,-109.2607421875,4.0,10.0,10.0,2,1,True
roberta,lstm,1957,Google search will find you plenty of sources,This search can find you thousands of restaurants,Keep volley and give it plenty of mobs,-9.090927124023438,-51.0196304321289,-50.12398910522461,-44.26643371582031,-53.35736083984375,-24.807281494140625,-43.68973922729492,-75.82691192626953,76.0,47.0,76.0,6,5,False
roberta,lstm,1961,My only goal was physical and mental comfort,Its third pillar of physical and emotional wellbeing,My step dad was physical and mental lube,-22.88799285888672,-55.93247985839844,-55.50120544433594,-41.336387634277344,-64.22438049316406,-25.98188781738281,-41.09710311889648,-81.91436767578125,38.0,41.0,41.0,4,6,False
roberta,lstm,1978,Please try to behave in your next comment,Do remember to recycle after your next use,Others try to redeem out their original game,-21.72152328491211,-53.028770446777344,-52.20270156860352,-40.9297103881836,-62.6512336730957,-17.90216827392578,-40.80934524536133,-70.93093872070312,40.0,74.0,74.0,5,6,False
roberta,lstm,2002,I was just making a joke about civilians,I am just making a point here Joshua,Jude was merely making a fuss and Marian,-18.96019172668457,-49.22912979125977,-48.39389419555664,-38.33539772033691,-57.29558944702149,-27.35068130493164,-38.00914001464844,-76.5798110961914,47.0,35.0,47.0,7,7,True
roberta,lstm,2158,I hope this becomes reality for me too,I want this for the real me too,I figure it illustrates reality for me sometimes,-5.9005279541015625,-48.49504852294922,-48.32264709472656,-38.10717582702637,-44.00770378112793,-16.22979736328125,-37.992149353027344,-64.72484588623047,85.0,84.0,85.0,8,7,False
roberta,lstm,2159,Must have been within the margin of error,Included all data including the margin of error,Here have come by a margin of error,-34.25029182434082,-48.413475036621094,-47.679443359375,-35.496538162231445,-69.74682998657228,-6.802642822265625,-35.26426315307617,-55.21611785888672,25.0,98.0,98.0,8,8,False
roberta,lstm,2175,Never fails to repeat the same lame joke,Trump continuing to tell the same sorta lie,Very expecting to repeat the same sarcastic handwriting,-24.70063781738281,-57.0650634765625,-57.040977478027344,-47.8867073059082,-72.58734512329102,-17.176177978515625,-47.06625747680664,-74.24124145507812,35.0,77.0,77.0,4,4,False
roberta,lstm,2176,I do not think we are wasting time,I do not think we are wasting time,I do not think they are wasting time,0.0,-40.54684448242188,-40.54684448242188,-27.81098556518555,-27.81098556518555,-0.902362823486328,-27.67918968200684,-41.4492073059082,97.5,100.0,100.0,9,9,False
roberta,lstm,2188,That may have been a weird dream though,That must have been a weird week yesterday,That would have been a unintended sight though,-8.884086608886719,-49.83743667602539,-49.34100723266602,-33.78847122192383,-42.67255783081055,-11.515377044677734,-33.46163558959961,-61.35281372070313,77.0,91.0,91.0,7,9,False
roberta,lstm,2236,Hope that makes your day a bit worse,Bet that makes your problems a lot worse,Hope that helps you post a bit harsh,-20.79812431335449,-52.25708770751953,-51.69517135620117,-34.828685760498054,-55.62681007385254,-16.505424499511722,-34.801292419433594,-68.76251220703125,43.0,83.0,83.0,5,8,False
roberta,lstm,2275,And maybe you just need to ugly cry,And when you just need to ugly cry,Until then I either had one propeller Cavendish,-2.269878387451172,-50.98944473266602,-49.09005355834961,-49.21819877624512,-51.48807716369629,-46.60337448120117,-48.580039978027344,-97.5928192138672,90.0,11.0,90.0,6,3,False
roberta,lstm,2294,I have never seen something that overpriced before,I have never bought something this inexpensive before,I had never seen Bud exchanged synthesizers enough,-8.00251579284668,-49.73103332519531,-48.91994094848633,-47.44644737243652,-55.4489631652832,-37.14680480957031,-46.87091827392578,-86.87783813476562,78.0,19.0,78.0,7,4,False
