sentence_pair,subjects_majority_vote,sentence1,sentence2,probability_sentence1,probability_sentence2
But striking first is not the right solution_State prosecutors first question that the right calls,1.0,But striking first is not the right solution,State prosecutors first question that the right calls,-33.009857177734375,-57.02997708320618
Bypass unwanted ticketing and boarding deterring in excesses_Joseph of Baba provided pings known for lacking,1.0,Bypass unwanted ticketing and boarding deterring in excesses,Joseph of Baba provided pings known for lacking,-74.24300825595856,-78.73972940444946
Bypass unwanted ticketing and boarding deterring in excesses_Mainly the littering and no development in parks,2.0,Bypass unwanted ticketing and boarding deterring in excesses,Mainly the littering and no development in parks,-74.24300825595856,-49.408687114715576
Came here to make sure someone put her_Clearly your reading comprehension skills need some work,2.0,Came here to make sure someone put her,Clearly your reading comprehension skills need some work,-36.81020200252533,-29.161489725112915
Cause those fly around everywhere in normal airspace_This would be the end of this sub,2.0,Cause those fly around everywhere in normal airspace,This would be the end of this sub,-50.55528223514557,-26.225427851080894
Chapel semifinals trump sic Tchaikovsky of decorate decorating_No even trump stopped travel from affected areas,2.0,Chapel semifinals trump sic Tchaikovsky of decorate decorating,No even trump stopped travel from affected areas,-95.40207865647972,-58.79165816307068
Consider a variety of breweries to your selection_There a lot of presumption in your answer,2.0,Consider a variety of breweries to your selection,There a lot of presumption in your answer,-34.078356384299695,-38.75466574728489
Controversial extremists to be her reconstruct a resurgence_Hip people may be either neutralize or vulnerable,2.0,Controversial extremists to be her reconstruct a resurgence,Hip people may be either neutralize or vulnerable,-65.63070893287659,-49.33330011367798
Controversial extremists to be her reconstruct a resurgence_Martial law would be a dump or pump,2.0,Controversial extremists to be her reconstruct a resurgence,Martial law would be a dump or pump,-65.63070893287659,-43.39787566661835
Definitely a arcade version of Take a terms_Subscribe the syndicated archive of Take a Break,1.0,Definitely a arcade version of Take a terms,Subscribe the syndicated archive of Take a Break,-60.84753751754761,-49.72161386907101
Depends what your line up is when juggling_Depends what your set up is for London,1.0,Depends what your line up is when juggling,Depends what your set up is for London,-41.44411116838455,-37.29514157772064
Do as any or else feels wrong direction_The thrones is blamed to something understand never,1.0,Do as any or else feels wrong direction,The thrones is blamed to something understand never,-62.88292050361633,-79.58766317367554
Do you have annual for your cadets yet_Do you mean Bucharest of all tripped nouns,1.0,Do you have annual for your cadets yet,Do you mean Bucharest of all tripped nouns,-49.26447004079819,-68.2163106650114
Each gang member stabs the victim exactly once_Such is the way of the uneducated fodder,1.0,Each gang member stabs the victim exactly once,Such is the way of the uneducated fodder,-38.34289374575019,-39.69735598564148
Enjoy your quiet now a storm is brewing_Subscribe in distant history a war is coming,1.0,Enjoy your quiet now a storm is brewing,Subscribe in distant history a war is coming,-38.20039093494415,-49.641690611839294
Every woman responds to childbirth and pregnancy differently_I smoke a bowl after every goal against,1.0,Every woman responds to childbirth and pregnancy differently,I smoke a bowl after every goal against,-34.908556163311005,-43.15426468849182
Feel like he deserves more than the the_Just that nobody knows more than the numbers,2.0,Feel like he deserves more than the the,Just that nobody knows more than the numbers,-39.77857196331024,-35.383527994155884
Finally a data scientist talking his mind here_Years a lot day hint as part due,1.0,Finally a data scientist talking his mind here,Years a lot day hint as part due,-48.21276843547821,-72.24544477462769
Flying fridge is still useful pain delivery tool_pain fridge still Flying is useful delivery tool,1.0,Flying fridge is still useful pain delivery tool,pain fridge still Flying is useful delivery tool,-58.16750419139862,-71.40627241134644
France is notorious for exploiting its former colonies_is France colonies its former for notorious exploiting,1.0,France is notorious for exploiting its former colonies,is France colonies its former for notorious exploiting,-28.708051938563585,-79.70546531677246
Frankly that sidekick is part of the problem_States that coke is out of the lab,1.0,Frankly that sidekick is part of the problem,States that coke is out of the lab,-36.83600161969662,-42.36123883724213
Gets us to the playoffs every following year_Rescuers us to the quarterfinals Friday following morning,1.0,Gets us to the playoffs every following year,Rescuers us to the quarterfinals Friday following morning,-35.08412283658981,-67.22356401896104
Grover was certainly a fit husband for Daisy_Unemployment is officially a combo shampoo for them,1.0,Grover was certainly a fit husband for Daisy,Unemployment is officially a combo shampoo for them,-47.11665451526642,-55.82052278518677
Half my heart was about to break open_Thought his head was about to fall off,2.0,Half my heart was about to break open,Thought his head was about to fall off,-30.70615839958191,-20.717567682266235
Have them play another one bites the dust_See my latest comment for the full videos,2.0,Have them play another one bites the dust,See my latest comment for the full videos,-38.59525862336159,-38.4635773897171
Have you looked at the fuel filler hose_This countdown is so dramatic I love it,2.0,Have you looked at the fuel filler hose,This countdown is so dramatic I love it,-37.70778465270996,-44.07300931215286
He actually says quite heartbreaking last words there_I said told parts vowing parting terms hurtful,1.0,He actually says quite heartbreaking last words there,I said told parts vowing parting terms hurtful,-52.915910601615906,-87.21695852279663
